,detid,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry,lon,lat
974,10087005,87.0,Hohenzollern-/ Leopoldstr.,5.0,D22,LZA-Detektor,,11.585546 48.159751,11.585546,48.159751
975,10087006,87.0,Hohenzollern-/ Leopoldstr.,6.0,D23,LZA-Detektor,,11.585511 48.159758,11.585511,48.159758
976,10087007,87.0,Hohenzollern-/ Leopoldstr.,7.0,D31,LZA-Detektor,,11.58577 48.159142,11.58577,48.159142
977,10087008,87.0,Hohenzollern-/ Leopoldstr.,8.0,D41,LZA-Detektor,,11.585729 48.160168,11.585729,48.160168
978,10087009,87.0,Hohenzollern-/ Leopoldstr.,9.0,D42,LZA-Detektor,,11.58577 48.160162,11.58577,48.160162
979,10087010,87.0,Hohenzollern-/ Leopoldstr.,10.0,D311,LZA-Detektor,,11.585745 48.159999,11.585745,48.159999
980,10088001,88.0,Bavariaring / Schwanthalerstr.,1.0,D11,LZA-Detektor,,11.549836 48.137219,11.549836,48.137219
981,10088002,88.0,Bavariaring / Schwanthalerstr.,2.0,D12,LZA-Detektor,,11.549791 48.13722,11.549791,48.13722
982,10088003,88.0,Bavariaring / Schwanthalerstr.,3.0,D21,LZA-Detektor,,11.549738 48.137072,11.549738,48.137072
983,10088004,88.0,Bavariaring / Schwanthalerstr.,4.0,D32,LZA-Detektor,,11.549121 48.137508,11.549121,48.137508
984,10088005,88.0,Bavariaring / Schwanthalerstr.,5.0,D33,LZA-Detektor,,11.549249 48.137538,11.549249,48.137538
985,10088006,88.0,Bavariaring / Schwanthalerstr.,6.0,D51,LZA-Detektor,,11.549679 48.137846,11.549679,48.137846
986,10088007,88.0,Bavariaring / Schwanthalerstr.,7.0,D52,LZA-Detektor,,11.549716 48.13785,11.549716,48.13785
987,10088008,88.0,Bavariaring / Schwanthalerstr.,8.0,D71,LZA-Detektor,,11.550462 48.137569,11.550462,48.137569
988,10091001,91.0,Hohenzollern-/ Schleißheimer Str.,1.0,D22,LZA-Detektor,,11.563392 48.160446,11.563392,48.160446
989,10091002,91.0,Hohenzollern-/ Schleißheimer Str.,2.0,D23,LZA-Detektor,,11.563353 48.160456,11.563353,48.160456
990,10091003,91.0,Hohenzollern-/ Schleißheimer Str.,3.0,D31,LZA-Detektor,,11.562576 48.161002,11.562576,48.161002
991,10091005,91.0,Hohenzollern-/ Schleißheimer Str.,5.0,D41,LZA-Detektor,,11.563422 48.161302,11.563422,48.161302
992,10091006,91.0,Hohenzollern-/ Schleißheimer Str.,6.0,D42,LZA-Detektor,,11.563458 48.161297,11.563458,48.161297
993,10091007,91.0,Hohenzollern-/ Schleißheimer Str.,7.0,D61,LZA-Detektor,,11.564054 48.16097,11.564054,48.16097
994,10091008,91.0,Hohenzollern-/ Schleißheimer Str.,8.0,D62,LZA-Detektor,,11.564056 48.160945,11.564056,48.160945
995,10091009,91.0,Hohenzollern-/ Schleißheimer Str.,9.0,D33,LZA-Detektor,,11.563367 48.160936,11.563367,48.160936
996,10091010,91.0,Hohenzollern-/ Schleißheimer Str.,10.0,D63,LZA-Detektor,,11.563396 48.160905,11.563396,48.160905
997,10092001,92.0,Elisabeth-/ Schleißheimer Str.,1.0,D11,LZA-Detektor,,11.563067 48.15949,11.563067,48.15949
998,10092002,92.0,Elisabeth-/ Schleißheimer Str.,2.0,D12,LZA-Detektor,,11.563003 48.159496,11.563003,48.159496
999,10092003,92.0,Elisabeth-/ Schleißheimer Str.,3.0,D21,LZA-Detektor,,11.562524 48.159827,11.562524,48.159827
1000,10092004,92.0,Elisabeth-/ Schleißheimer Str.,4.0,D22,LZA-Detektor,,11.562535 48.159856,11.562535,48.159856
1001,10092005,92.0,Elisabeth-/ Schleißheimer Str.,5.0,D23,LZA-Detektor,,11.562542 48.159884,11.562542,48.159884
1002,10092006,92.0,Elisabeth-/ Schleißheimer Str.,6.0,D31,LZA-Detektor,,11.563134 48.160261,11.563134,48.160261
1003,10092007,92.0,Elisabeth-/ Schleißheimer Str.,7.0,D32,LZA-Detektor,,11.56318 48.160258,11.56318,48.160258
1004,10092008,92.0,Elisabeth-/ Schleißheimer Str.,8.0,D33,LZA-Detektor,,11.563145 48.160015,11.563145,48.160015
1005,10092009,92.0,Elisabeth-/ Schleißheimer Str.,9.0,D41,LZA-Detektor,,11.563739 48.159759,11.563739,48.159759
1006,10093001,93.0,Kapuzinerplatz,1.0,D11,LZA-Detektor,,11.55789 48.126585,11.55789,48.126585
1007,10093002,93.0,Kapuzinerplatz,2.0,D21,LZA-Detektor,,11.558396 48.126658,11.558396,48.126658
1008,10093003,93.0,Kapuzinerplatz,3.0,D22,LZA-Detektor,,11.55843 48.126664,11.55843,48.126664
1009,10093004,93.0,Kapuzinerplatz,4.0,D31,LZA-Detektor,,11.558898 48.126069,11.558898,48.126069
1010,10093005,93.0,Kapuzinerplatz,5.0,D32,LZA-Detektor,,11.558989 48.125985,11.558989,48.125985
1011,10093006,93.0,Kapuzinerplatz,6.0,D33,LZA-Detektor,,11.558564 48.126119,11.558564,48.126119
1012,10093007,93.0,Kapuzinerplatz,7.0,D41,LZA-Detektor,,11.557957 48.126049,11.557957,48.126049
1013,10093008,93.0,Kapuzinerplatz,8.0,D42,LZA-Detektor,,11.55794 48.126056,11.55794,48.126056
1014,10093009,93.0,Kapuzinerplatz,9.0,DV11,LZA-Detektor,,11.557903 48.126625,11.557903,48.126625
1015,10093010,93.0,Kapuzinerplatz,10.0,DV31,LZA-Detektor,,11.559189 48.125857,11.559189,48.125857
1016,10094001,94.0,Belgrad-/ Herzogstr.,1.0,D11,LZA-Detektor,,11.574825 48.162105,11.574825,48.162105
1017,10094002,94.0,Belgrad-/ Herzogstr.,2.0,D12,LZA-Detektor,,11.574793 48.162096,11.574793,48.162096
1018,10094003,94.0,Belgrad-/ Herzogstr.,3.0,D21,LZA-Detektor,,11.574145 48.162525,11.574145,48.162525
1019,10094005,94.0,Belgrad-/ Herzogstr.,5.0,D32,LZA-Detektor,,11.574624 48.162896,11.574624,48.162896
1020,10094006,94.0,Belgrad-/ Herzogstr.,6.0,D33,LZA-Detektor,,11.574723 48.162515,11.574723,48.162515
1021,10094007,94.0,Belgrad-/ Herzogstr.,7.0,D41,LZA-Detektor,,11.575274 48.162533,11.575274,48.162533
1022,10095001,95.0,Frankfurter Ring / Schleißheimer Str.,1.0,D11,LZA-Detektor,,11.565145 48.187028,11.565145,48.187028
1023,10095002,95.0,Frankfurter Ring / Schleißheimer Str.,2.0,D12,LZA-Detektor,,11.565138 48.187055,11.565138,48.187055
1024,10095003,95.0,Frankfurter Ring / Schleißheimer Str.,3.0,D21,LZA-Detektor,,11.565947 48.187708,11.565947,48.187708
1025,10095004,95.0,Frankfurter Ring / Schleißheimer Str.,4.0,D22,LZA-Detektor,,11.565994 48.187721,11.565994,48.187721
1026,10095005,95.0,Frankfurter Ring / Schleißheimer Str.,5.0,D23,LZA-Detektor,,11.566049 48.187541,11.566049,48.187541
1027,10095006,95.0,Frankfurter Ring / Schleißheimer Str.,6.0,D31,LZA-Detektor,,11.567337 48.187354,11.567337,48.187354
1028,10095007,95.0,Frankfurter Ring / Schleißheimer Str.,7.0,D32,LZA-Detektor,,11.567341 48.187325,11.567341,48.187325
1029,10095008,95.0,Frankfurter Ring / Schleißheimer Str.,8.0,D41,LZA-Detektor,,11.566319 48.186839,11.566319,48.186839
1030,10095009,95.0,Frankfurter Ring / Schleißheimer Str.,9.0,D42,LZA-Detektor,,11.566294 48.186741,11.566294,48.186741
1031,10095010,95.0,Frankfurter Ring / Schleißheimer Str.,10.0,D43,LZA-Detektor,,11.566249 48.186733,11.566249,48.186733
1032,10095011,95.0,Frankfurter Ring / Schleißheimer Str.,11.0,D44,LZA-Detektor,,11.566173 48.186826,11.566173,48.186826
1033,10095012,95.0,Frankfurter Ring / Schleißheimer Str.,12.0,D51,LZA-Detektor,,11.565389 48.187099,11.565389,48.187099
1034,10095013,95.0,Frankfurter Ring / Schleißheimer Str.,13.0,D52,LZA-Detektor,,11.565384 48.187133,11.565384,48.187133
1035,10095014,95.0,Frankfurter Ring / Schleißheimer Str.,14.0,D61,LZA-Detektor,,11.565892 48.187522,11.565892,48.187522
1036,10095015,95.0,Frankfurter Ring / Schleißheimer Str.,15.0,D62,LZA-Detektor,,11.56593 48.187529,11.56593,48.187529
1037,10095016,95.0,Frankfurter Ring / Schleißheimer Str.,16.0,D71,LZA-Detektor,,11.566772 48.187248,11.566772,48.187248
1038,10096001,96.0,Brudermühl-/ Plinganserstr.,1.0,D11,LZA-Detektor,,11.539535 48.110454,11.539535,48.110454
1039,10096002,96.0,Brudermühl-/ Plinganserstr.,2.0,D12,LZA-Detektor,,11.539593 48.110455,11.539593,48.110455
1040,10096003,96.0,Brudermühl-/ Plinganserstr.,3.0,D21,LZA-Detektor,,11.539644 48.110454,11.539644,48.110454
1041,10096004,96.0,Brudermühl-/ Plinganserstr.,4.0,D31,LZA-Detektor,,11.539885 48.109958,11.539885,48.109958
1042,10096005,96.0,Brudermühl-/ Plinganserstr.,5.0,D32,LZA-Detektor,,11.539836 48.109957,11.539836,48.109957
1043,10097001,97.0,Ampfing-/ Berg-am-Laim-Str.,1.0,D11,LZA-Detektor,,11.615145 48.130943,11.615145,48.130943
1044,10097002,97.0,Ampfing-/ Berg-am-Laim-Str.,2.0,D12,LZA-Detektor,,11.61496 48.131004,11.61496,48.131004
1045,10097003,97.0,Ampfing-/ Berg-am-Laim-Str.,3.0,D21,LZA-Detektor,,11.615163 48.130993,11.615163,48.130993
1046,10097004,97.0,Ampfing-/ Berg-am-Laim-Str.,4.0,D41,LZA-Detektor,,11.61559 48.13124,11.61559,48.13124
1047,10097005,97.0,Ampfing-/ Berg-am-Laim-Str.,5.0,D42,LZA-Detektor,,11.615688 48.131382,11.615688,48.131382
1048,10097007,97.0,Ampfing-/ Berg-am-Laim-Str.,7.0,D81,LZA-Detektor,,11.616297 48.130974,11.616297,48.130974
1049,10097008,97.0,Ampfing-/ Berg-am-Laim-Str.,8.0,D82,LZA-Detektor,,11.616474 48.1309,11.616474,48.1309
1050,10097009,97.0,Ampfing-/ Berg-am-Laim-Str.,9.0,D91,LZA-Detektor,,11.616278 48.13092,11.616278,48.13092
1051,10097010,97.0,Ampfing-/ Berg-am-Laim-Str.,10.0,D111,LZA-Detektor,,11.615829 48.130695,11.615829,48.130695
1052,10097011,97.0,Ampfing-/ Berg-am-Laim-Str.,11.0,D112,LZA-Detektor,,11.615721 48.130512,11.615721,48.130512
1053,10097012,97.0,Ampfing-/ Berg-am-Laim-Str.,12.0,D113,LZA-Detektor,,11.615685 48.13052,11.615685,48.13052
1054,10097013,97.0,Ampfing-/ Berg-am-Laim-Str.,13.0,D121,LZA-Detektor,,11.615739 48.130768,11.615739,48.130768
1055,10097027,97.0,Ampfing-/ Berg-am-Laim-Str.,27.0,DV61,LZA-Detektor,,11.61532 48.131126,11.61532,48.131126
1056,10097028,97.0,Ampfing-/ Berg-am-Laim-Str.,28.0,DV62,LZA-Detektor,,11.615311 48.131096,11.615311,48.131096
1057,10100001,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,1.0,D11,LZA-Detektor,,11.584186 48.14353,11.584186,48.14353
1058,10100002,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,2.0,D12,LZA-Detektor,,11.584058 48.143343,11.584058,48.143343
1059,10100003,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,3.0,D13,LZA-Detektor,,11.584018 48.143357,11.584018,48.143357
1060,10100004,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,4.0,D21,LZA-Detektor,,11.584022 48.144195,11.584022,48.144195
1061,10100006,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,6.0,D32,LZA-Detektor,,11.584124 48.144236,11.584124,48.144236
1062,10100007,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,7.0,D41,LZA-Detektor,,11.585017 48.143902,11.585017,48.143902
1063,10100008,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,8.0,D42,LZA-Detektor,,11.585013 48.143881,11.585013,48.143881
1064,10100009,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,9.0,D51,LZA-Detektor,,11.58482 48.143885,11.58482,48.143885
1065,10100010,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,10.0,DV41,LZA-Detektor,,11.58511 48.143716,11.58511,48.143716
1066,10100011,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,11.0,DV42,LZA-Detektor,,11.585098 48.143695,11.585098,48.143695
1067,10100012,100.0,Franz-Josef-Strauß-R. / Prinzregentenstr.,12.0,DV43,LZA-Detektor,,11.585079 48.143664,11.585079,48.143664
1068,10101001,101.0,Petuelring / Schleißheimer Str.,1.0,D11,LZA-Detektor,,11.567483 48.177156,11.567483,48.177156
1069,10101002,101.0,Petuelring / Schleißheimer Str.,2.0,D12,LZA-Detektor,,11.567521 48.177165,11.567521,48.177165
1070,10101003,101.0,Petuelring / Schleißheimer Str.,3.0,D13,LZA-Detektor,,11.567574 48.177102,11.567574,48.177102
1071,10101004,101.0,Petuelring / Schleißheimer Str.,4.0,D21,LZA-Detektor,,11.568341 48.176957,11.568341,48.176957
1072,10101005,101.0,Petuelring / Schleißheimer Str.,5.0,D22,LZA-Detektor,,11.568362 48.176932,11.568362,48.176932
1073,10101006,101.0,Petuelring / Schleißheimer Str.,6.0,D31,LZA-Detektor,,11.568198 48.176852,11.568198,48.176852
1074,10101007,101.0,Petuelring / Schleißheimer Str.,7.0,D32,LZA-Detektor,,11.568215 48.176834,11.568215,48.176834
1075,10101008,101.0,Petuelring / Schleißheimer Str.,8.0,D51,LZA-Detektor,,11.567629 48.176126,11.567629,48.176126
1076,10101009,101.0,Petuelring / Schleißheimer Str.,9.0,D52,LZA-Detektor,,11.567584 48.176132,11.567584,48.176132
1077,10101010,101.0,Petuelring / Schleißheimer Str.,10.0,D53,LZA-Detektor,,11.56754 48.176137,11.56754,48.176137
1078,10101011,101.0,Petuelring / Schleißheimer Str.,11.0,D54,LZA-Detektor,,11.567507 48.176156,11.567507,48.176156
1079,10101012,101.0,Petuelring / Schleißheimer Str.,12.0,D71,LZA-Detektor,,11.566972 48.17628,11.566972,48.17628
1080,10101013,101.0,Petuelring / Schleißheimer Str.,13.0,D72,LZA-Detektor,,11.566958 48.176303,11.566958,48.176303
1081,10101014,101.0,Petuelring / Schleißheimer Str.,14.0,D73,LZA-Detektor,,11.566942 48.176328,11.566942,48.176328
1082,10101015,101.0,Petuelring / Schleißheimer Str.,15.0,D74,LZA-Detektor,,11.568477 48.17685,11.568477,48.17685
1083,10101016,101.0,Petuelring / Schleißheimer Str.,16.0,D75,LZA-Detektor,,11.568456 48.176869,11.568456,48.176869
1084,10103001,103.0,Arcis-/ Gabelsbergerstr.,1.0,D11,LZA-Detektor,,11.567481 48.147773,11.567481,48.147773
1085,10103002,103.0,Arcis-/ Gabelsbergerstr.,2.0,D12,LZA-Detektor,,11.567503 48.1478,11.567503,48.1478
1086,10103003,103.0,Arcis-/ Gabelsbergerstr.,3.0,D21,LZA-Detektor,,11.5683 48.148024,11.5683,48.148024
1087,10103004,103.0,Arcis-/ Gabelsbergerstr.,4.0,D41,LZA-Detektor,,11.567797 48.147199,11.567797,48.147199
1088,10104005,104.0,Arcis-/ Theresienstr.,5.0,D11,LZA-Detektor,,11.569913 48.14955,11.569913,48.14955
1089,10104006,104.0,Arcis-/ Theresienstr.,6.0,D12,LZA-Detektor,,11.569898 48.149514,11.569898,48.149514
1090,10104007,104.0,Arcis-/ Theresienstr.,7.0,D21,LZA-Detektor,,11.569192 48.149344,11.569192,48.149344
1091,10104008,104.0,Arcis-/ Theresienstr.,8.0,D31,LZA-Detektor,,11.569585 48.150061,11.569585,48.150061
1092,10105001,105.0,Augusten-/ Dachauer-/ Karlstr.,1.0,D11,LZA-Detektor,,11.559419 48.14559,11.559419,48.14559
1093,10105002,105.0,Augusten-/ Dachauer-/ Karlstr.,2.0,D41,LZA-Detektor,,11.559002 48.145255,11.559002,48.145255
1094,10105004,105.0,Augusten-/ Dachauer-/ Karlstr.,4.0,D61,LZA-Detektor,,11.560469 48.145332,11.560469,48.145332
1095,10105005,105.0,Augusten-/ Dachauer-/ Karlstr.,5.0,D71,LZA-Detektor,,11.560836 48.14479,11.560836,48.14479
1096,10105006,105.0,Augusten-/ Dachauer-/ Karlstr.,6.0,D72,LZA-Detektor,,11.56082 48.144765,11.56082,48.144765
1097,10105007,105.0,Augusten-/ Dachauer-/ Karlstr.,7.0,D81,LZA-Detektor,,11.56001 48.144557,11.56001,48.144557
1098,10107001,107.0,Barer-/ Karlstr.,1.0,D11,LZA-Detektor,,11.567792 48.142384,11.567792,48.142384
1099,10107002,107.0,Barer-/ Karlstr.,2.0,D21,LZA-Detektor,,11.567461 48.142796,11.567461,48.142796
1100,10107004,107.0,Barer-/ Karlstr.,4.0,D32,LZA-Detektor,,11.568041 48.142982,11.568041,48.142982
1101,10107005,107.0,Barer-/ Karlstr.,5.0,D41,LZA-Detektor,,11.568304 48.142567,11.568304,48.142567
1102,10108001,108.0,Bauseweinallee / Verdistr.,1.0,D11,LZA-Detektor,,11.477006 48.16436,11.477006,48.16436
1103,10108002,108.0,Bauseweinallee / Verdistr.,2.0,D12,LZA-Detektor,,11.477001 48.164335,11.477001,48.164335
1104,10108004,108.0,Bauseweinallee / Verdistr.,4.0,D21,LZA-Detektor,,11.476177 48.164148,11.476177,48.164148
1105,10108005,108.0,Bauseweinallee / Verdistr.,5.0,D31,LZA-Detektor,,11.475655 48.164376,11.475655,48.164376
1106,10108006,108.0,Bauseweinallee / Verdistr.,6.0,D32,LZA-Detektor,,11.475664 48.164405,11.475664,48.164405
1107,10108007,108.0,Bauseweinallee / Verdistr.,7.0,D41,LZA-Detektor,,11.476469 48.164586,11.476469,48.164586
1108,10108008,108.0,Bauseweinallee / Verdistr.,8.0,DV21,LZA-Detektor,,11.476134 48.164156,11.476134,48.164156
1109,10108009,108.0,Bauseweinallee / Verdistr.,9.0,DV41,LZA-Detektor,,11.476509 48.164578,11.476509,48.164578
1110,10109001,109.0,Franz-Schrank-/ Menzinger Str.,1.0,D11,LZA-Detektor,,11.503356 48.164476,11.503356,48.164476
1111,10109002,109.0,Franz-Schrank-/ Menzinger Str.,2.0,D12,LZA-Detektor,,11.503352 48.164451,11.503352,48.164451
1112,10109003,109.0,Franz-Schrank-/ Menzinger Str.,3.0,D21,LZA-Detektor,,11.502018 48.16444,11.502018,48.16444
1113,10109004,109.0,Franz-Schrank-/ Menzinger Str.,4.0,D22,LZA-Detektor,,11.502026 48.164467,11.502026,48.164467
1114,10109005,109.0,Franz-Schrank-/ Menzinger Str.,5.0,D13,LZA-Detektor,,11.502633 48.164433,11.502633,48.164433
1115,10109006,109.0,Franz-Schrank-/ Menzinger Str.,6.0,D23,LZA-Detektor,,11.502652 48.164494,11.502652,48.164494
1116,10110001,110.0,Amalienburg-/ Menzinger Str.,1.0,D11,LZA-Detektor,,11.491017 48.164974,11.491017,48.164974
1117,10110002,110.0,Amalienburg-/ Menzinger Str.,2.0,D12,LZA-Detektor,,11.490982 48.164993,11.490982,48.164993
1118,10110003,110.0,Amalienburg-/ Menzinger Str.,3.0,D21,LZA-Detektor,,11.49106 48.165337,11.49106,48.165337
1119,10110004,110.0,Amalienburg-/ Menzinger Str.,4.0,D22,LZA-Detektor,,11.491108 48.165208,11.491108,48.165208
1120,10110005,110.0,Amalienburg-/ Menzinger Str.,5.0,D31,LZA-Detektor,,11.492177 48.16563,11.492177,48.16563
1121,10110006,110.0,Amalienburg-/ Menzinger Str.,6.0,D32,LZA-Detektor,,11.492198 48.165608,11.492198,48.165608
1122,10110007,110.0,Amalienburg-/ Menzinger Str.,7.0,D33,LZA-Detektor,,11.492222 48.165586,11.492222,48.165586
1123,10111001,111.0,Lindenschmit-/ Plinganserstr.,1.0,D11,LZA-Detektor,,11.54047 48.117962,11.54047,48.117962
1124,10111002,111.0,Lindenschmit-/ Plinganserstr.,2.0,D12,LZA-Detektor,,11.540432 48.117967,11.540432,48.117967
1125,10111003,111.0,Lindenschmit-/ Plinganserstr.,3.0,D21,LZA-Detektor,,11.540263 48.118367,11.540263,48.118367
1126,10111004,111.0,Lindenschmit-/ Plinganserstr.,4.0,D31,LZA-Detektor,,11.540485 48.118787,11.540485,48.118787
1127,10111005,111.0,Lindenschmit-/ Plinganserstr.,5.0,D41,LZA-Detektor,,11.541285 48.118406,11.541285,48.118406
1128,10111006,111.0,Lindenschmit-/ Plinganserstr.,6.0,D42,LZA-Detektor,,11.541286 48.118386,11.541286,48.118386
1129,10111007,111.0,Lindenschmit-/ Plinganserstr.,7.0,D43,LZA-Detektor,,11.540758 48.118358,11.540758,48.118358
1130,10113001,113.0,Tivoli-/ Widenmayerstr.,1.0,D11,LZA-Detektor,,11.598138 48.149426,11.598138,48.149426
1131,10113002,113.0,Tivoli-/ Widenmayerstr.,2.0,D12,LZA-Detektor,,11.598268 48.149343,11.598268,48.149343
1132,10113003,113.0,Tivoli-/ Widenmayerstr.,3.0,D21,LZA-Detektor,,11.597471 48.14928,11.597471,48.14928
1133,10113004,113.0,Tivoli-/ Widenmayerstr.,4.0,D22,LZA-Detektor,,11.597433 48.149293,11.597433,48.149293
1134,10113005,113.0,Tivoli-/ Widenmayerstr.,5.0,D41,LZA-Detektor,,11.597155 48.14977,11.597155,48.14977
1135,10113006,113.0,Tivoli-/ Widenmayerstr.,6.0,D42,LZA-Detektor,,11.59688 48.149895,11.59688,48.149895
1136,10113007,113.0,Tivoli-/ Widenmayerstr.,7.0,D61,LZA-Detektor,,11.597682 48.150031,11.597682,48.150031
1137,10113008,113.0,Tivoli-/ Widenmayerstr.,8.0,D62,LZA-Detektor,,11.597717 48.150015,11.597717,48.150015
1138,10113009,113.0,Tivoli-/ Widenmayerstr.,9.0,D111,LZA-Detektor,,11.59656 48.15013,11.59656,48.15013
1139,10113010,113.0,Tivoli-/ Widenmayerstr.,10.0,D121,LZA-Detektor,,11.596338 48.149868,11.596338,48.149868
1140,10113011,113.0,Tivoli-/ Widenmayerstr.,11.0,D122,LZA-Detektor,,11.596313 48.14988,11.596313,48.14988
1141,10113012,113.0,Tivoli-/ Widenmayerstr.,12.0,D131,LZA-Detektor,,11.596182 48.150222,11.596182,48.150222
1142,10113022,,,,,,,11.596928 48.14994,11.596928,48.14994
1143,10113023,,,,,,,11.596262 48.149834,11.596262,48.149834
1144,10113024,,,,,,,11.596616 48.15006,11.596616,48.15006
1145,10113025,,,,,,,11.596517 48.149967,11.596517,48.149967
1146,10114001,114.0,Orleansplatz Süd,1.0,D21,LZA-Detektor,,11.603333 48.127922,11.603333,48.127922
1147,10114002,114.0,Orleansplatz Süd,2.0,D31,LZA-Detektor,,11.602845 48.127407,11.602845,48.127407
1148,10114003,114.0,Orleansplatz Süd,3.0,D41,LZA-Detektor,,11.602507 48.127232,11.602507,48.127232
1149,10114004,114.0,Orleansplatz Süd,4.0,D42,LZA-Detektor,,11.602461 48.127263,11.602461,48.127263
1150,10114007,114.0,Orleansplatz Süd,7.0,D321,LZA-Detektor,,11.603396 48.127541,11.603396,48.127541
1151,10116001,116.0,Truderinger-/ Ursberger Str.,1.0,D11,LZA-Detektor,,11.644584 48.131092,11.644584,48.131092
1152,10117001,117.0,Barer-/ Schellingstr.,1.0,D11,LZA-Detektor,,11.573139 48.150787,11.573139,48.150787
1153,10117002,117.0,Barer-/ Schellingstr.,2.0,D12,LZA-Detektor,,11.573299 48.151023,11.573299,48.151023
1154,10117003,117.0,Barer-/ Schellingstr.,3.0,D21,LZA-Detektor,,11.572933 48.151119,11.572933,48.151119
1155,10117004,117.0,Barer-/ Schellingstr.,4.0,D31,LZA-Detektor,,11.573432 48.151296,11.573432,48.151296
1156,10117005,117.0,Barer-/ Schellingstr.,5.0,D32,LZA-Detektor,,11.573272 48.151033,11.573272,48.151033
1157,10117006,117.0,Barer-/ Schellingstr.,6.0,D41,LZA-Detektor,,11.573602 48.150964,11.573602,48.150964
1158,10118001,118.0,Elisabeth-/ Tengstr.,1.0,D21,LZA-Detektor,,11.568628 48.156867,11.568628,48.156867
1159,10118002,118.0,Elisabeth-/ Tengstr.,2.0,D41,LZA-Detektor,,11.568581 48.156596,11.568581,48.156596
1160,10119001,119.0,Blodig-/ Dülferstr.,1.0,D11,LZA-Detektor,,11.55572 48.213319,11.55572,48.213319
1161,10119002,119.0,Blodig-/ Dülferstr.,2.0,D21,LZA-Detektor,,11.556358 48.213539,11.556358,48.213539
1162,10119003,119.0,Blodig-/ Dülferstr.,3.0,D31,LZA-Detektor,,11.556823 48.213215,11.556823,48.213215
1163,10119004,119.0,Blodig-/ Dülferstr.,4.0,D41,LZA-Detektor,,11.556309 48.213001,11.556309,48.213001
1164,10120001,120.0,Haidenauplatz,1.0,D11,LZA-Detektor,,11.609776 48.132055,11.609776,48.132055
1165,10120002,120.0,Haidenauplatz,2.0,D12,LZA-Detektor,,11.609653 48.132008,11.609653,48.132008
1166,10120003,120.0,Haidenauplatz,3.0,D31,LZA-Detektor,,11.60956 48.132603,11.60956,48.132603
1167,10120004,120.0,Haidenauplatz,4.0,D41,LZA-Detektor,,11.610108 48.132928,11.610108,48.132928
1168,10120005,120.0,Haidenauplatz,5.0,D51,LZA-Detektor,,11.61011 48.132837,11.61011,48.132837
1169,10120006,120.0,Haidenauplatz,6.0,D52,LZA-Detektor,,11.610142 48.132835,11.610142,48.132835
1170,10120007,120.0,Haidenauplatz,7.0,D71,LZA-Detektor,,11.610758 48.132291,11.610758,48.132291
1171,10120008,120.0,Haidenauplatz,8.0,D72,LZA-Detektor,,11.610736 48.132269,11.610736,48.132269
1172,10120009,120.0,Haidenauplatz,9.0,D73,LZA-Detektor,,11.610599 48.132294,11.610599,48.132294
1173,10120035,120.0,Haidenauplatz,35.0,D111,LZA-Detektor,,11.609217 48.131777,11.609217,48.131777
1174,10124001,124.0,Elsenheimer-/ Landsberger Str.,1.0,D11,LZA-Detektor,,11.519281 48.141349,11.519281,48.141349
1175,10124002,124.0,Elsenheimer-/ Landsberger Str.,2.0,D12,LZA-Detektor,,11.519271 48.141329,11.519271,48.141329
1176,10124003,124.0,Elsenheimer-/ Landsberger Str.,3.0,D21,LZA-Detektor,,11.519097 48.141339,11.519097,48.141339
1177,10124004,124.0,Elsenheimer-/ Landsberger Str.,4.0,D41,LZA-Detektor,,11.518762 48.140964,11.518762,48.140964
1178,10124005,124.0,Elsenheimer-/ Landsberger Str.,5.0,D42,LZA-Detektor,,11.518732 48.140967,11.518732,48.140967
